schema_type,title,notes,topics,tags,internal_contact_name,internal_contact_email,organization_title,custodian,homepage_url,internal_notes,language,license_id,publication_required_under_atipp_act,publication_type_under_atipp_act,metadata_created,metadata_modified,dkan_uri,dkan_node_id
information,25(xi) Law Enforcement Disclosure of Video Surveillance Template MPB,Law Enforcement Disclosure,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:13,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/25xi-law-enforcement-disclosure-video-surveillance-template-mpb,53744
information,59(1)(a)(i) Third Party Access Notification PB,Access to Information and Protection of Privacy Act Request ATIPP,,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:13,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/591ai-third-party-access-notification-pb,53746
information,118(1)(b) Statutory Declaration Power of Attorney,"Access to Information and Protection of Privacy Act, R.S.Y. 2020",,"atipp_registry,applicant,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:13,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/1181b-statutory-declaration-power-attorney,53748
information,Ministerial Public Body Heads Toolkit,TOOLKIT FOR HEADS OF PUBLIC BODIES,,"atipp_registry,class a public body,compliance,head,ministerial public body toolkits",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:17,2021-12-03 03:08:00,https://open.yukon.ca/access-information/documents/ministerial-public-body-heads-toolkit,53750
information,59(1)(a)(i) Third Party Access Notification MPB,Access to Information and Protection of Privacy Act Request ATIPP,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:17,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/591ai-third-party-access-notification-mpb,53752
information,Information Notes - 60(1)(a) Decision to Release,Information Notes,,"atipp_registry,information notes,third party",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:17,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/information-notes-601a-decision-release,53754
information,Resources for Prescribed Public Bodies Pamphlet,Access to Information and Protection of Privacy Act,,"atipp_registry,general guidance,pamphlet",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:17,2021-07-06 18:01:34,https://open.yukon.ca/access-information/documents/resources-prescribed-public-bodies-pamphlet,53756
information,Information Notes - 62(2)(b) Request to an Applicant for Time Extension,Information Notes,,"atipp_registry,extension,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:17,2021-07-06 18:03:09,https://open.yukon.ca/access-information/documents/information-notes-622b-request-applicant-time-extension,53758
information,35(2) Correction Decision Notification to Individual MPB,Request for Personal Information Correction,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:21,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/352-correction-decision-notification-individual-mpb,53760
information,87(1)(a) Designation Form Privacy Officer DPO PB,Forms and Templates,,"atipp_registry,designation form,dpo,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:21,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/871a-designation-form-privacy-officer-dpo-pb,53762
information,Information Notes - 48(1)(b) Refusal of Access Request,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:21,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/information-notes-481b-refusal-access-request,53766
information,Research Proposal Notification Template PB,Forms and Templates,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:21,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/research-proposal-notification-template-pb,53768
information,88(c) Designation Form All Power and Duties of Head MPB,Forms and Templates,,"atipp_registry,delegation form,head,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:25,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/88c-designation-form-all-power-and-duties-head-mpb,53770
information,35(2) Correction Decision Notification to Individual PB,Request for Personal Information Correction,,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:25,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/352-correction-decision-notification-individual-pb,53772
information,Research Agreement Proposal Template MPB,Forms and Templates,,"atipp_registry,ministerial public body templates,research agreement",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:25,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/research-agreement-proposal-template-mpb,53774
information,Information Notes - Third Parties,Information Notes,,"atipp_registry,information notes,third party",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:25,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/information-notes-third-parties,53776
information,Information Sharing Agreement Amendment Template PB,Forms and Templates,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:25,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/information-sharing-agreement-amendment-template-pb,53778
information,Agreement for Access to Personal Information for Research or Statistical Purposes Template PB,Forms and Templates,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:29,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/agreement-access-personal-information-research-or-statistical-0,53780
information,87(1)(a) Designation Form Privacy Officer MPB,Forms and Templates,,"atipp_registry,designation form,dpo,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:29,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/871a-designation-form-privacy-officer-mpb,53782
information,Information Notes - 55 Waiver of Fees,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:29,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/information-notes-55-waiver-fees,53784
information,13 Unauthorized Collection Reporting Form for Employees MPB,Unauthorized Collection Reporting Form,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:29,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/13-unauthorized-collection-reporting-form-employees-mpb,53786
information,31 Privacy Breach Reporting Form for Employees PB,For Statutory and Non-Statutory Public Body Employees,,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:29,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/31-privacy-breach-reporting-form-employees-pb,53788
information,Research Agreement Proposal Template PB,Forms and Templates,,"atipp_registry,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:39,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/research-agreement-proposal-template-pb,53790
information,Information Sharing Agreement Amendment Template MPB,Forms and Templates,,"atipp_registry,information sharing agreement,ministerial public body templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:39,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/information-sharing-agreement-amendment-template-mpb,53792
information,13 Unauthorized Collection Reporting Form for Employees PB,For Statutory and Non-Statutory Public Body Employees,,"atipp_registry,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:39,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/13-unauthorized-collection-reporting-form-employees-pb,53794
information,Information Notes - 45 Confidentiality,Information Notes,,"atipp_registry,applicants,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:39,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/information-notes-45-confidentiality,53796
information,87(1)(b) Designation Form Access and Privacy Officer DAPO PB,Forms and Templates,,"atipp_registry,designation form,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:39,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/871b-designation-form-access-and-privacy-officer-dapo-pb,53798
information,118(1)(c) Statutory Declaration for Guardian,"Access to Information and Protection of Privacy Act, R.S.Y. 2020",,"atipp_registry,applicant,atipp office template,prescribed statutory and entity templates",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:53,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/1181c-statutory-declaration-guardian,53800
information,Information Notes - Acting on Behalf of an Individual,Information Notes,,"atipp_registry,information notes",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,Harvest source: ATIPP AIR UAT. Harvest source modified: 2021-03-05. ,,OGL-Yukon-2.0,No,,2021-03-05 15:03:53,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/information-notes-acting-behalf-individual,53802
information,Wills Act Fact Sheet for Legal Community,Yukon’s Wills Act is changing. This document will help explain the changes and how they’ll affect any will you prepare.,Law,,Policy and Communications,Fiona.Azizaj@yukon.ca,Justice,Justice,,Harvest source: WAFSLC. Harvest source modified: 2021-03-12. ,,OGL-Yukon-2.0,No,,2021-03-12 17:57:58,2024-05-16 11:53:41,https://open.yukon.ca/information/publications/wills-act-fact-sheet-legal-community,53813
information,Information Note - 46 and 48 Guidance on Clarification,Information Notes,,"atipp_registry,clarification,information notes",,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,https://yukon.ca/en/request-access-information-records,,,OGL-Yukon-2.0,No,,2021-03-26 14:14:20,2021-07-06 18:02:01,https://open.yukon.ca/access-information/documents/information-note-46-and-48-guidance-clarification,53820
information,ATIPP Annual Report Apr 2016 - Mar 2017,ATIPP Act Annual Reports,,"atipp_registry,annual reports,atipp office",ATIPP Act Coordinator,atipp.Atipp@gov.yk.ca,ATIPP Office,ATIPP Act Coordinator,,,,OGL-Yukon-2.0,No,,2021-03-26 18:43:53,2021-07-06 18:03:09,https://open.yukon.ca/access-information/documents/atipp-annual-report-apr-2016-mar-2017,53822
